1,3,2,39.71715927,-84.14300537
1,1,6,39.71715927,-84.14300537
1,3,7,39.71637726,-84.14378357
1,3,12,39.71559143,-84.1445694
1,3,17,39.71480942,-84.14535522
1,3,22,39.7140274,-84.14613342
3,3,22,39.72182083,-84.13834381
1,3,27,39.71324158,-84.14691925
3,3,27,39.72259521,-84.13756561
1,3,32,39.71245956,-84.14770508
3,3,32,39.7233696,-84.13679504
1,3,37,39.71167374,-84.14848328
3,3,37,39.72414398,-84.13601685
1,3,42,39.71089172,-84.1492691
3,3,42,39.72491837,-84.13524628
1,3,47,39.71010971,-84.15005493
3,3,47,39.72569275,-84.13446808
1,3,52,39.70932388,-84.15084076
3,3,52,39.72647095,-84.13368988
1,3,57,39.70854187,-84.15161896
3,3,57,39.72724533,-84.13291931
1,3,62,39.70775604,-84.15240479
3,3,62,39.72801971,-84.13214111
1,3,67,39.70697403,-84.15319061
3,3,67,39.7287941,-84.13137054
1,3,72,39.70619202,-84.15396881
2,3,72,39.72890091,-84.13126373
3,3,72,39.72956848,-84.13059235
1,3,77,39.70540619,-84.15475464
2,3,77,39.72962952,-84.13053131
1,3,82,39.70462418,-84.15554047
2,3,82,39.73036194,-84.12979889
3,3,82,39.73112106,-84.12904358
1,3,87,39.70383835,-84.15631866
2,3,87,39.73109055,-84.12906647
1,3,92,39.70305634,-84.15710449
2,3,92,39.73182297,-84.12834167
1,3,97,39.70227432,-84.15789032
2,3,97,39.73255157,-84.12760925
1,3,102,39.70148849,-84.15867615
2,3,102,39.733284,-84.12687683
1,3,107,39.70070648,-84.15945435
2,3,107,39.7340126,-84.12614441
1,3,112,39.69992065,-84.16024017
2,3,112,39.73474503,-84.12541962
1,3,117,39.69913864,-84.161026
2,3,117,39.73547363,-84.12468719
1,3,122,39.69835281,-84.1618042
2,3,122,39.73620605,-84.12395477
1,3,127,39.6975708,-84.16259003
2,3,127,39.73693466,-84.12322998
2,1,131,39.73693466,-84.12322998
1,3,132,39.69678879,-84.16337585
1,3,137,39.69600296,-84.16416168
2,3,137,39.73839569,-84.12176514
2,1,141,39.73839569,-84.12176514
1,3,142,39.69522095,-84.16493988
2,3,142,39.73912811,-84.12103271
2,1,146,39.73912811,-84.12103271
1,3,147,39.69443512,-84.16572571
2,1,151,39.73985672,-84.12030792
1,3,152,39.69365311,-84.16651154
2,1,156,39.74058914,-84.1195755
1,3,157,39.69287109,-84.16728973
2,1,161,39.74131775,-84.11884308
1,3,162,39.69208527,-84.16807556
2,1,166,39.74205017,-84.11811066
1,3,167,39.69130325,-84.16886139
2,1,171,39.74277878,-84.11738586
1,3,172,39.69051743,-84.16963959
2,1,176,39.7435112,-84.11665344
1,3,177,39.68973541,-84.17042542
2,1,181,39.74423981,-84.11592102
1,3,182,39.6889534,-84.17121124
2,1,186,39.74497223,-84.1151886
1,3,187,39.68816757,-84.17199707
2,1,191,39.74570084,-84.11446381
1,3,192,39.68738556,-84.17277527
2,1,196,39.74643326,-84.11373138
1,3,197,39.68659973,-84.1735611
2,1,201,39.74716187,-84.11299896
1,3,202,39.68581772,-84.17434692
2,1,206,39.74789429,-84.11226654
1,3,207,39.68503189,-84.17512512
2,1,211,39.74862289,-84.11154175
1,3,212,39.68424988,-84.17591095
2,1,216,39.7493515,-84.11080933
1,3,217,39.68346786,-84.17669678
2,1,221,39.75008392,-84.1100769
1,3,222,39.68268204,-84.1774826
2,1,226,39.75081253,-84.10934448
1,3,227,39.68190002,-84.1782608
2,1,231,39.75154495,-84.10861969
1,3,232,39.6811142,-84.17904663
2,1,236,39.75227356,-84.10788727
1,3,237,39.68033218,-84.17983246
2,1,241,39.75300598,-84.10715485
1,3,242,39.67955017,-84.18061066
2,1,246,39.75373459,-84.10642242
1,3,247,39.67876434,-84.18139648
2,1,251,39.75446701,-84.10569763
1,3,252,39.67798233,-84.18218231
2,1,256,39.75519562,-84.10496521
1,3,257,39.6771965,-84.18296051
2,1,261,39.75592804,-84.10423279
1,3,262,39.67641449,-84.18374634
2,1,266,39.75665665,-84.10350037
1,3,267,39.67563248,-84.18453217
2,1,271,39.75738907,-84.10277557
1,3,272,39.67484665,-84.18531799
2,1,276,39.75811768,-84.10204315
1,3,277,39.67406464,-84.18609619
2,1,281,39.7588501,-84.10131073
1,3,282,39.67327881,-84.18688202
2,1,286,39.7595787,-84.10058594
1,3,287,39.6724968,-84.18766785
2,1,291,39.76031113,-84.09985352
1,3,292,39.67171478,-84.18844604
2,1,296,39.76103973,-84.09912109
1,3,297,39.67092896,-84.18923187
2,1,301,39.76177216,-84.09838867
1,3,302,39.67014694,-84.1900177
2,1,306,39.76250076,-84.09766388
1,3,307,39.66936111,-84.19080353
2,1,311,39.76323318,-84.09693146
1,3,312,39.6685791,-84.19158173
2,1,316,39.76396179,-84.09619904
1,3,317,39.66779327,-84.19236755
2,1,321,39.76469421,-84.09546661
3,1,321,39.76754761,-84.09261322
1,3,322,39.66701126,-84.19315338
2,1,326,39.76542282,-84.09474182
1,3,327,39.66622925,-84.19393158
2,1,331,39.76615524,-84.0940094
3,1,331,39.76909637,-84.09106445
1,3,332,39.66544342,-84.19471741
2,1,336,39.76688385,-84.09327698
3,1,336,39.76987076,-84.09029388
1,3,337,39.66466141,-84.19550323
2,1,341,39.76761627,-84.09254456
1,3,342,39.66387558,-84.19628143
2,1,346,39.76834488,-84.09181976
3,1,346,39.77142334,-84.08873749
